trial_id,gt_color,status,matched_color,bbox,sphere_positions,projected
132,pink,WRONG_MATCH,red,"[264, 308, 360, 407]","{'red': (0.626924658979853, 0.06295152593841918, 0.12977513932467633), 'green': (0.5705208989955569, -0.014424990607594335, 0.1574702772480792), 'blue': (0.610972762079268, 0.08943852973648783, 0.14448021306637207), 'yellow': (0.4685429690382174, -0.13093882823084052, 0.17559645531890597), 'black': (0.5829732888005619, -0.14136939989031144, 0.16017363217363878), 'pink': (0.613646908572488, -0.06288468243051619, 0.13093145364592704)}","[{'color': 'red', 'id': 2, 'px': 354, 'py': 391, 'depth': 0.9778156661667992}, {'color': 'green', 'id': 3, 'px': 312, 'py': 355, 'depth': 0.9793983726428029}, {'color': 'blue', 'id': 4, 'px': 368, 'py': 378, 'depth': 0.9780904177610794}, {'color': 'yellow', 'id': 5, 'px': 258, 'py': 310, 'depth': 0.9825677148413436}, {'color': 'black', 'id': 6, 'px': 244, 'py': 359, 'depth': 0.9788311857068576}, {'color': 'pink', 'id': 7, 'px': 286, 'py': 384, 'depth': 0.9783495861343997}]"
133,blue,BBOX_OUTSIDE_FRAME,,"[335, 376, 316, 359]",,
134,blue,WRONG_MATCH,yellow,"[307, 350, 328, 378]","{'red': (0.46193352981811026, 0.1204092113322889, 0.13354016228770935), 'green': (0.5588849491527478, 0.014839584713505327, 0.15888920947619578), 'blue': (0.4501006901404698, 0.04128687839953224, 0.13024118069193732), 'yellow': (0.5548650917534705, 0.015574247479224396, 0.14044356478224687), 'black': (0.6111948031241093, 0.14812941702151353, 0.1426573404310368), 'pink': (0.5617886692226054, 0.017746249762862015, 0.14105500956136263)}","[{'color': 'red', 'id': 2, 'px': 374, 'py': 321, 'depth': 0.9835971314081908}, {'color': 'green', 'id': 3, 'px': 327, 'py': 349, 'depth': 0.979812573536117}, {'color': 'blue', 'id': 4, 'px': 338, 'py': 319, 'depth': 0.9839989174539123}, {'color': 'yellow', 'id': 5, 'px': 327, 'py': 354, 'depth': 0.980411069788165}, {'color': 'black', 'id': 6, 'px': 400, 'py': 379, 'depth': 0.9781313879562803}, {'color': 'pink', 'id': 7, 'px': 329, 'py': 357, 'depth': 0.9801403494369083}]"
135,red,BBOX_OUTSIDE_FRAME,,"[374, 421, 337, 386]",,
136,black,WRONG_MATCH,blue,"[256, 294, 283, 321]","{'red': (0.5011213802183309, 0.08476774052086153, 0.19630344815342632), 'green': (0.5960969010973656, -0.0062367097015040285, 0.14139037550940847), 'blue': (0.45980416289808945, -0.09511648205085915, 0.1874292218286323), 'yellow': (0.5924850828975082, 0.06653541210808184, 0.1985276302204922), 'black': (0.5745238535331749, 0.04762500207275605, 0.16054180435344717), 'pink': (0.5749738047839438, -0.11764448609778305, 0.15814952957315978)}","[{'color': 'red', 'id': 2, 'px': 361, 'py': 314, 'depth': 0.9810364665123879}, {'color': 'green', 'id': 3, 'px': 316, 'py': 372, 'depth': 0.978793963063337}, {'color': 'blue', 'id': 4, 'px': 275, 'py': 303, 'depth': 0.9826006771952803}, {'color': 'yellow', 'id': 5, 'px': 357, 'py': 350, 'depth': 0.9773652191834865}, {'color': 'black', 'id': 6, 'px': 345, 'py': 356, 'depth': 0.9791614329065925}, {'color': 'pink', 'id': 7, 'px': 258, 'py': 357, 'depth': 0.9792053492309807}]"
137,yellow,WRONG_MATCH,black,"[230, 270, 320, 364]","{'red': (0.5453127773080736, -0.07651023843237174, 0.1967918046389501), 'green': (0.5973484121398099, 0.01798762277568494, 0.12776462771015817), 'blue': (0.5173788033061709, -0.06701352830676584, 0.1676109313126036), 'yellow': (0.5645713107457946, -0.12922134264410426, 0.18675782270807495), 'black': (0.5797656849404782, -0.011888497850552793, 0.16852967269208666), 'pink': (0.4708828237545932, -0.06689959968923138, 0.14443105383916593)}","[{'color': 'red', 'id': 2, 'px': 279, 'py': 331, 'depth': 0.9793846156201736}, {'color': 'green', 'id': 3, 'px': 329, 'py': 377, 'depth': 0.9791008441069913}, {'color': 'blue', 'id': 4, 'px': 286, 'py': 330, 'depth': 0.9811202410151348}, {'color': 'yellow', 'id': 5, 'px': 251, 'py': 342, 'depth': 0.9788767437627073}, {'color': 'black', 'id': 6, 'px': 313, 'py': 355, 'depth': 0.9787405148609548}, {'color': 'pink', 'id': 7, 'px': 289, 'py': 321, 'depth': 0.9831208523525381}]"
138,pink,WRONG_MATCH,red,"[312, 360, 351, 403]","{'red': (0.6445079465708632, 0.026942972920621144, 0.1963963318074609), 'green': (0.565561006132654, -0.09923964721477285, 0.14116370405406495), 'blue': (0.5465954709818496, 0.012238801555386064, 0.16070310389620374), 'yellow': (0.48404717177614975, -0.010339774726459805, 0.19503901356989067), 'black': (0.57775249839054, -0.09722849056517252, 0.1559599695866291), 'pink': (0.48857693881248515, 0.00538873391735617, 0.16387119064679262)}","[{'color': 'red', 'id': 2, 'px': 336, 'py': 376, 'depth': 0.9749413646051895}, {'color': 'green', 'id': 3, 'px': 269, 'py': 358, 'depth': 0.9799962525397626}, {'color': 'blue', 'id': 4, 'px': 326, 'py': 344, 'depth': 0.9802304548423483}, {'color': 'yellow', 'id': 5, 'px': 314, 'py': 308, 'depth': 0.9816515435459343}, {'color': 'black', 'id': 6, 'px': 268, 'py': 359, 'depth': 0.9791514619673697}, {'color': 'pink', 'id': 7, 'px': 322, 'py': 321, 'depth': 0.9821710103519972}]"
139,yellow,WRONG_MATCH,black,"[236, 273, 306, 345]","{'red': (0.49999221529192206, 0.04015982869171608, 0.12585306369880242), 'green': (0.5107180357442179, 0.11957546715572206, 0.13683978109310022), 'blue': (0.6162802506968599, -0.08375449301860993, 0.17734838798124974), 'yellow': (0.48078409613128964, -0.14087903186140235, 0.13967543778374802), 'black': (0.5223690810477615, -0.06310566715740983, 0.15269789039529663), 'pink': (0.5820120765193723, 0.08500760669001423, 0.14609665217025783)}","[{'color': 'red', 'id': 2, 'px': 338, 'py': 337, 'depth': 0.9825955359035878}, {'color': 'green', 'id': 3, 'px': 377, 'py': 338, 'depth': 0.9820220311012198}, {'color': 'blue', 'id': 4, 'px': 272, 'py': 369, 'depth': 0.9769121255241737}, {'color': 'yellow', 'id': 5, 'px': 254, 'py': 326, 'depth': 0.9829132598305071}, {'color': 'black', 'id': 6, 'px': 289, 'py': 337, 'depth': 0.9812835089732036}, {'color': 'pink', 'id': 7, 'px': 364, 'py': 364, 'depth': 0.9792369107017086}]"
140,pink,SUCCESS,pink,"[236, 273, 306, 344]","{'red': (0.4549740347849889, 0.011555878912172829, 0.14878397854058714), 'green': (0.5836584514075768, 0.10165519585063373, 0.1222917848160172), 'blue': (0.6309518265634224, 0.030095457306623385, 0.13019347573199216), 'yellow': (0.6348582731039325, 0.025987013672278486, 0.18916021390639737), 'black': (0.5747045328713133, -0.13619764659999611, 0.12712056279022557), 'pink': (0.46614812050882276, -0.14486463554125126, 0.12573588152698723)}","[{'color': 'red', 'id': 2, 'px': 325, 'py': 314, 'depth': 0.9835107718517409}, {'color': 'green', 'id': 3, 'px': 372, 'py': 372, 'depth': 0.9797749534961401}, {'color': 'blue', 'id': 4, 'px': 336, 'py': 392, 'depth': 0.977628250335835}, {'color': 'yellow', 'id': 5, 'px': 335, 'py': 374, 'depth': 0.9756641597529123}, {'color': 'black', 'id': 6, 'px': 250, 'py': 367, 'depth': 0.9799956691022437}, {'color': 'pink', 'id': 7, 'px': 254, 'py': 325, 'depth': 0.9836221576447659}]"
141,pink,WRONG_MATCH,red,"[265, 304, 316, 357]","{'red': (0.5291124313792801, -0.07058794659838091, 0.16031728430582232), 'green': (0.5893533297116461, -0.10453270370243388, 0.12006392101394711), 'blue': (0.5919483105260557, 0.03105112268954824, 0.18860434303329965), 'yellow': (0.5674502382571918, 0.1022350209974249, 0.12404574829496351), 'black': (0.6439472940314559, 0.006880867274757174, 0.13495794318814386), 'pink': (0.47157439303485754, -0.019733639645485163, 0.133623784379865)}","[{'color': 'red', 'id': 2, 'px': 284, 'py': 337, 'depth': 0.9808740374434682}, {'color': 'green', 'id': 3, 'px': 265, 'py': 376, 'depth': 0.9796117088334495}, {'color': 'blue', 'id': 4, 'px': 337, 'py': 353, 'depth': 0.9776736329063385}, {'color': 'yellow', 'id': 5, 'px': 371, 'py': 365, 'depth': 0.9803403044985161}, {'color': 'black', 'id': 6, 'px': 323, 'py': 398, 'depth': 0.9769069369481199}, {'color': 'pink', 'id': 7, 'px': 311, 'py': 325, 'depth': 0.9833110754775601}]"
142,red,WRONG_MATCH,yellow,"[252, 297, 338, 386]","{'red': (0.5398493411870843, 0.018285978476881265, 0.1604899996118444), 'green': (0.5702818428239819, 0.1080276514293311, 0.16123568841867925), 'blue': (0.4650722662565857, 0.1387489783190586, 0.17906148409447215), 'yellow': (0.6082481608605763, -0.08006848555636407, 0.18439197684004105), 'black': (0.6277156227530658, 0.018261121018554677, 0.13379764353410503), 'pink': (0.5081974157145415, 0.06732223690667061, 0.13530647679292696)}","[{'color': 'red', 'id': 2, 'px': 329, 'py': 341, 'depth': 0.9804836504174586}, {'color': 'green', 'id': 3, 'px': 376, 'py': 354, 'depth': 0.9793115765326564}, {'color': 'blue', 'id': 4, 'px': 384, 'py': 307, 'depth': 0.9826060482923116}, {'color': 'yellow', 'id': 5, 'px': 274, 'py': 363, 'depth': 0.9770695772609104}, {'color': 'black', 'id': 6, 'px': 330, 'py': 390, 'depth': 0.9776673808350304}, {'color': 'pink', 'id': 7, 'px': 352, 'py': 337, 'depth': 0.9821368154464172}]"
143,black,GROUNDING_FAIL,,,,
144,yellow,NO_PROJECTION_MATCH,,"[302, 344, 313, 357]","{'red': (0.45758281837048964, -0.10430215803881898, 0.12752281137153446), 'green': (0.5212695072260486, -0.03675585891367357, 0.197578315106552), 'blue': (0.5477426758615476, -0.038515980170543376, 0.14629640155885357), 'yellow': (0.5575384318943719, 0.005632241906382618, 0.19902032759143468), 'black': (0.542767624074812, -0.10582417455008584, 0.18217030189589534), 'pink': (0.5877283105829394, -0.10667084403864358, 0.1646202180262209)}","[{'color': 'red', 'id': 2, 'px': 273, 'py': 322, 'depth': 0.9838361136372684}, {'color': 'green', 'id': 3, 'px': 301, 'py': 321, 'depth': 0.9802807064124417}, {'color': 'blue', 'id': 4, 'px': 300, 'py': 349, 'depth': 0.9805321598835707}, {'color': 'yellow', 'id': 5, 'px': 322, 'py': 335, 'depth': 0.9788386848659699}, {'color': 'black', 'id': 6, 'px': 265, 'py': 335, 'depth': 0.979850078842542}, {'color': 'pink', 'id': 7, 'px': 262, 'py': 360, 'depth': 0.9785172445802798}]"
145,yellow,BBOX_OUTSIDE_FRAME,,"[344, 378, 290, 328]",,
146,green,SUCCESS,green,"[269, 307, 290, 329]","{'red': (0.6029085837424268, -0.056794933964043906, 0.16057359818676836), 'green': (0.4770245522157583, -0.06676536431632168, 0.18500056184439106), 'blue': (0.4680585836141094, 0.02091241648368075, 0.17544483697348118), 'yellow': (0.5745097140796245, 0.04128976982169827, 0.1440517170638613), 'black': (0.5900018916273039, -0.12836829663291519, 0.14353771328285417), 'pink': (0.6430119380863843, 0.0928417884160154, 0.1316719301479758)}","[{'color': 'red', 'id': 2, 'px': 288, 'py': 368, 'depth': 0.977987982761194}, {'color': 'green', 'id': 3, 'px': 288, 'py': 309, 'depth': 0.9821000967596377}, {'color': 'blue', 'id': 4, 'px': 329, 'py': 310, 'depth': 0.9825860681264701}, {'color': 'yellow', 'id': 5, 'px': 341, 'py': 361, 'depth': 0.979582755899011}, {'color': 'black', 'id': 6, 'px': 251, 'py': 368, 'depth': 0.9789842977640243}, {'color': 'pink', 'id': 7, 'px': 372, 'py': 398, 'depth': 0.9770470688924051}]"
147,pink,SUCCESS,pink,"[279, 327, 346, 397]","{'red': (0.5745680247573175, 0.11352228650635074, 0.1736581389474111), 'green': (0.5529513804468363, 0.11024495122608582, 0.17909623108427464), 'blue': (0.5670650827024084, -0.1204632740176121, 0.12097443294013734), 'yellow': (0.5857421830265658, -0.14434701975731262, 0.17964787844155256), 'black': (0.5457206493061116, 0.10438559099297953, 0.19301890285354473), 'pink': (0.632772719375112, -0.028830811840487663, 0.1944066396065785)}","[{'color': 'red', 'id': 2, 'px': 380, 'py': 351, 'depth': 0.9788165568646824}, {'color': 'green', 'id': 3, 'px': 377, 'py': 340, 'depth': 0.9795354201319937}, {'color': 'blue', 'id': 4, 'px': 259, 'py': 366, 'depth': 0.9804277313225022}, {'color': 'yellow', 'id': 5, 'px': 241, 'py': 354, 'depth': 0.9781911450647712}, {'color': 'black', 'id': 6, 'px': 374, 'py': 332, 'depth': 0.9794646042105517}, {'color': 'pink', 'id': 7, 'px': 303, 'py': 371, 'depth': 0.975598703376159}]"
148,green,BBOX_OUTSIDE_FRAME,,"[306, 350, 298, 340]",,
149,blue,SUCCESS,blue,"[264, 309, 354, 403]","{'red': (0.5963619315474662, -0.11790789955903647, 0.15720176542779354), 'green': (0.4783920846278162, -0.0407070189357846, 0.17829923697322894), 'blue': (0.6222252561153585, -0.0599989352376856, 0.1581914072751017), 'yellow': (0.5622629323520235, -0.13050450276796527, 0.14354534745469816), 'black': (0.6375169615405435, 0.08120974464200659, 0.14570700217252244), 'pink': (0.511896302681415, -0.018315458191168227, 0.18840913119968578)}","[{'color': 'red', 'id': 2, 'px': 256, 'py': 367, 'depth': 0.9783583561717544}, {'color': 'green', 'id': 3, 'px': 300, 'py': 312, 'depth': 0.9821971376422335}, {'color': 'blue', 'id': 4, 'px': 286, 'py': 379, 'depth': 0.9772075307607662}, {'color': 'yellow', 'id': 5, 'px': 253, 'py': 356, 'depth': 0.9800620426380565}, {'color': 'black', 'id': 6, 'px': 365, 'py': 391, 'depth': 0.9768814156353702}, {'color': 'pink', 'id': 7, 'px': 310, 'py': 321, 'depth': 0.9808369351853972}]"
150,blue,WRONG_MATCH,pink,"[273, 311, 292, 328]","{'red': (0.5165324484706046, 0.05744786474749583, 0.12096080829244382), 'green': (0.5583071102412526, 0.1066994216414148, 0.1872203944588507), 'blue': (0.4551960384433729, 0.10310879294264161, 0.15327819908277018), 'yellow': (0.6181113920746006, 0.027228589313779306, 0.18420428579336962), 'black': (0.5606963458800261, -0.07616597436180464, 0.19237243683820815), 'pink': (0.471017623627473, -0.05981353540990883, 0.1742371881044937)}","[{'color': 'red', 'id': 2, 'px': 347, 'py': 345, 'depth': 0.9821689429658016}, {'color': 'green', 'id': 3, 'px': 376, 'py': 339, 'depth': 0.97911662051491}, {'color': 'blue', 'id': 4, 'px': 366, 'py': 313, 'depth': 0.9834181004725903}, {'color': 'yellow', 'id': 5, 'px': 335, 'py': 367, 'depth': 0.9766215953116354}, {'color': 'black', 'id': 6, 'px': 279, 'py': 338, 'depth': 0.9788858805361337}, {'color': 'pink', 'id': 7, 'px': 291, 'py': 311, 'depth': 0.9825174943615743}]"
151,yellow,SUCCESS,yellow,"[316, 356, 340, 383]","{'red': (0.5935057515998283, -0.07376848119380536, 0.16296045608577092), 'green': (0.5602695371507471, -0.05548329292657829, 0.1341818553891455), 'blue': (0.48499557049481323, 0.035422272124783855, 0.13289033728624192), 'yellow': (0.5650410960145857, 0.03176009790712633, 0.13067043547556093), 'black': (0.6320394799271553, -0.061526689122418154, 0.133611566229868), 'pink': (0.5091500915328437, 0.1043945120890474, 0.1258115306286542)}","[{'color': 'red', 'id': 2, 'px': 280, 'py': 363, 'depth': 0.9783211527757995}, {'color': 'green', 'id': 3, 'px': 291, 'py': 358, 'depth': 0.9803620938859551}, {'color': 'blue', 'id': 4, 'px': 336, 'py': 330, 'depth': 0.9829193664350871}, {'color': 'yellow', 'id': 5, 'px': 336, 'py': 362, 'depth': 0.9802702977922826}, {'color': 'black', 'id': 6, 'px': 285, 'py': 392, 'depth': 0.9774824874960624}, {'color': 'pink', 'id': 7, 'px': 369, 'py': 341, 'depth': 0.9823054142306119}]"
152,black,GROUNDING_FAIL,,,,
153,pink,SUCCESS,pink,"[240, 282, 323, 367]","{'red': (0.5577989445648917, 0.007189411792560052, 0.12008743085749392), 'green': (0.4738231335008817, -0.05032604560739122, 0.18854699304283412), 'blue': (0.4807393883418394, 0.12498505888047137, 0.12459218158663957), 'yellow': (0.6484411722807808, -0.07695711287145551, 0.1626554463598534), 'black': (0.617638945580066, 0.02909829986760898, 0.1938196746244742), 'pink': (0.5547956717075206, -0.1140894616007708, 0.16658946692868343)}","[{'color': 'red', 'id': 2, 'px': 323, 'py': 362, 'depth': 0.9807836707551881}, {'color': 'green', 'id': 3, 'px': 296, 'py': 307, 'depth': 0.9821292714905691}, {'color': 'blue', 'id': 4, 'px': 377, 'py': 331, 'depth': 0.9832124596426021}, {'color': 'yellow', 'id': 5, 'px': 275, 'py': 391, 'depth': 0.975843010312589}, {'color': 'black', 'id': 6, 'px': 336, 'py': 364, 'depth': 0.9763500995099698}, {'color': 'pink', 'id': 7, 'px': 261, 'py': 345, 'depth': 0.9797776023478508}]"
154,blue,BBOX_OUTSIDE_FRAME,,"[334, 377, 325, 370]",,
155,black,GROUNDING_FAIL,,,,
156,blue,WRONG_MATCH,pink,"[243, 282, 292, 331]","{'red': (0.4721432823465019, 0.05846889484481621, 0.12083893124603325), 'green': (0.5579615221195557, -0.012313359327467605, 0.15344993390411768), 'blue': (0.6258869312407375, 0.046084900329077194, 0.1528307769125579), 'yellow': (0.6424845007043374, -0.01037832848317291, 0.17729459478376747), 'black': (0.5730881954874487, -0.003398097591625987, 0.1620486791092651), 'pink': (0.4937081668931132, -0.11675329774483598, 0.19390301972963392)}","[{'color': 'red', 'id': 2, 'px': 346, 'py': 329, 'depth': 0.9835399738512336}, {'color': 'green', 'id': 3, 'px': 313, 'py': 351, 'depth': 0.9799816809756479}, {'color': 'blue', 'id': 4, 'px': 345, 'py': 382, 'depth': 0.9771995530917181}, {'color': 'yellow', 'id': 5, 'px': 313, 'py': 382, 'depth': 0.9756684217959884}, {'color': 'black', 'id': 6, 'px': 318, 'py': 354, 'depth': 0.9791795780717724}, {'color': 'pink', 'id': 7, 'px': 262, 'py': 312, 'depth': 0.9813481742216656}]"
157,green,BBOX_OUTSIDE_FRAME,,"[358, 405, 356, 407]",,
158,green,SUCCESS,green,"[235, 279, 328, 374]","{'red': (0.610783716731701, 0.13209677322244665, 0.1489452343597597), 'green': (0.5808171488631203, -0.11543793090130619, 0.18226568927618142), 'blue': (0.6248641033820029, -0.03445726874878034, 0.14168867893411785), 'yellow': (0.5926440884802792, 0.070268883341806, 0.18755288161940087), 'black': (0.5328052713700614, 0.07070105813782576, 0.12543358429271445), 'pink': (0.48644364933365636, 0.04179936777390458, 0.15016642882620182)}","[{'color': 'red', 'id': 2, 'px': 392, 'py': 376, 'depth': 0.9779743969948456}, {'color': 'green', 'id': 3, 'px': 257, 'py': 351, 'depth': 0.9783270392518326}, {'color': 'blue', 'id': 4, 'px': 300, 'py': 386, 'depth': 0.9775674441881809}, {'color': 'yellow', 'id': 5, 'px': 358, 'py': 354, 'depth': 0.9776730938518358}, {'color': 'black', 'id': 6, 'px': 354, 'py': 350, 'depth': 0.9815328164685486}, {'color': 'pink', 'id': 7, 'px': 339, 'py': 325, 'depth': 0.9825244480749208}]"
159,black,GROUNDING_FAIL,,,,
160,blue,WRONG_MATCH,yellow,"[241, 279, 319, 358]","{'red': (0.6129580120345103, 0.04558722715561811, 0.14235413238556935), 'green': (0.4763367183693763, 0.041225532217037286, 0.16333353393914415), 'blue': (0.5043881013443036, -0.12771730523001748, 0.1265792998847308), 'yellow': (0.5862170166829912, -0.02297622411760447, 0.18514715364082837), 'black': (0.6040735395305235, 0.11896246726599022, 0.13168066131202746), 'pink': (0.544612313427395, -0.031363769981333056, 0.19996570831108942)}","[{'color': 'red', 'id': 2, 'px': 344, 'py': 379, 'depth': 0.9780646925924474}, {'color': 'green', 'id': 3, 'px': 339, 'py': 317, 'depth': 0.9825732948341771}, {'color': 'blue', 'id': 4, 'px': 259, 'py': 339, 'depth': 0.9824416228748484}, {'color': 'yellow', 'id': 5, 'px': 307, 'py': 352, 'depth': 0.9780187735701098}, {'color': 'black', 'id': 6, 'px': 383, 'py': 379, 'depth': 0.9787259510142625}, {'color': 'pink', 'id': 7, 'px': 303, 'py': 329, 'depth': 0.9793310742156424}]"
161,yellow,BBOX_OUTSIDE_FRAME,,"[349, 391, 318, 361]",,
162,red,SUCCESS,red,"[225, 266, 293, 335]","{'red': (0.5054359551866436, -0.14894397542373647, 0.19923592714272076), 'green': (0.48273446694782, 0.06180847739522144, 0.17228750859043435), 'blue': (0.6039712965288946, 0.0931321841593662, 0.1304606486057982), 'yellow': (0.5795822288448041, 0.1270647794248286, 0.17301579883897475), 'black': (0.4877471645546823, 0.007542020590697501, 0.1488584401857184), 'pink': (0.5456499342491546, 0.007113717327794061, 0.14810834244344803)}","[{'color': 'red', 'id': 2, 'px': 245, 'py': 314, 'depth': 0.9808163779894458}, {'color': 'green', 'id': 3, 'px': 349, 'py': 316, 'depth': 0.9821830614932351}, {'color': 'blue', 'id': 4, 'px': 369, 'py': 379, 'depth': 0.9787625499306428}, {'color': 'yellow', 'id': 5, 'px': 388, 'py': 353, 'depth': 0.9786283791342315}, {'color': 'black', 'id': 6, 'px': 323, 'py': 325, 'depth': 0.9825101135954891}, {'color': 'pink', 'id': 7, 'px': 323, 'py': 348, 'depth': 0.98056537742679}]"
163,green,WRONG_MATCH,red,"[218, 263, 353, 402]","{'red': (0.6243518048067515, -0.14046533197505756, 0.1647493675122706), 'green': (0.606385618589397, 0.08875224236086471, 0.12757130850605053), 'blue': (0.6173245784731086, 0.11997960256229709, 0.12542560190002097), 'yellow': (0.5748071553220728, 0.014379523542961958, 0.1998197107738972), 'black': (0.5510115825171221, 0.047945847360347904, 0.166034119874161), 'pink': (0.5439411943529244, -0.05388198663705422, 0.1915593786649168)}","[{'color': 'red', 'id': 2, 'px': 240, 'py': 377, 'depth': 0.9769175210285101}, {'color': 'green', 'id': 3, 'px': 367, 'py': 381, 'depth': 0.9787406376410468}, {'color': 'blue', 'id': 4, 'px': 384, 'py': 387, 'depth': 0.9783454412716034}, {'color': 'yellow', 'id': 5, 'px': 327, 'py': 342, 'depth': 0.9780987210783593}, {'color': 'black', 'id': 6, 'px': 344, 'py': 344, 'depth': 0.979935230294597}, {'color': 'pink', 'id': 7, 'px': 291, 'py': 332, 'depth': 0.9795706912206164}]"
164,blue,WRONG_MATCH,yellow,"[244, 284, 321, 364]","{'red': (0.5119781406790498, 0.09432749270419225, 0.12254470723672888), 'green': (0.5712700699913245, 0.0943516773725944, 0.12463548242541996), 'blue': (0.4992833196177707, 0.06682050440406595, 0.15569342996582025), 'yellow': (0.5417232943664314, -0.10954539736814298, 0.15755132367217853), 'black': (0.606039761113233, 0.06658491270197431, 0.1273874869650436), 'pink': (0.5099751867024893, 0.11803649457105578, 0.18493874333026888)}","[{'color': 'red', 'id': 2, 'px': 364, 'py': 343, 'depth': 0.9822827710035525}, {'color': 'green', 'id': 3, 'px': 368, 'py': 366, 'depth': 0.9801847380320833}, {'color': 'blue', 'id': 4, 'px': 351, 'py': 327, 'depth': 0.9819951298645068}, {'color': 'yellow', 'id': 5, 'px': 264, 'py': 343, 'depth': 0.9804849698710708}, {'color': 'black', 'id': 6, 'px': 355, 'py': 381, 'depth': 0.9787596541844233}, {'color': 'pink', 'id': 7, 'px': 378, 'py': 321, 'depth': 0.9809848718969473}]"
165,pink,BBOX_OUTSIDE_FRAME,,"[372, 410, 319, 359]",,
166,blue,NO_PROJECTION_MATCH,,"[355, 402, 357, 409]","{'red': (0.506011150682235, -0.14068101307875316, 0.1676296818964875), 'green': (0.6390862541830101, -0.13450127512059767, 0.169190765330977), 'blue': (0.6476965183908721, 0.09814160131899732, 0.18287063942943121), 'yellow': (0.5603946506610737, 0.0645886273515115, 0.1216986341001263), 'black': (0.5773293246483807, -0.03795257215601286, 0.19143042551700823), 'pink': (0.4814002191958608, -0.13978854065520785, 0.1734552974034962)}","[{'color': 'red', 'id': 2, 'px': 251, 'py': 326, 'depth': 0.9815113156444237}, {'color': 'green', 'id': 3, 'px': 242, 'py': 383, 'depth': 0.9760904751772381}, {'color': 'blue', 'id': 4, 'px': 378, 'py': 383, 'depth': 0.975227112895643}, {'color': 'yellow', 'id': 5, 'px': 352, 'py': 362, 'depth': 0.9806529315552843}, {'color': 'black', 'id': 6, 'px': 299, 'py': 346, 'depth': 0.9782230449076277}, {'color': 'pink', 'id': 7, 'px': 253, 'py': 315, 'depth': 0.9822016811670196}]"
167,red,WRONG_MATCH,pink,"[252, 290, 297, 336]","{'red': (0.4569254594517223, 0.07956164326875342, 0.17463045744035818), 'green': (0.49281905917249735, 0.1273964684432672, 0.1411563772127749), 'blue': (0.5757522494341936, 0.07549890952672608, 0.1325766404543339), 'yellow': (0.5467934311843033, 0.053317477584405804, 0.1752931607979577), 'black': (0.5135537329727736, 0.002688952243068393, 0.13927361469695246), 'pink': (0.4737444293071836, -0.10433414341467356, 0.15929779558661283)}","[{'color': 'red', 'id': 2, 'px': 356, 'py': 306, 'depth': 0.9829481680022197}, {'color': 'green', 'id': 3, 'px': 379, 'py': 330, 'depth': 0.9825080394892103}, {'color': 'blue', 'id': 4, 'px': 358, 'py': 366, 'depth': 0.9798215665943991}, {'color': 'yellow', 'id': 5, 'px': 347, 'py': 339, 'depth': 0.9798669736866416}, {'color': 'black', 'id': 6, 'px': 321, 'py': 338, 'depth': 0.9818765175398823}, {'color': 'pink', 'id': 7, 'px': 271, 'py': 317, 'depth': 0.9827365680167621}]"
168,green,GROUNDING_FAIL,,,,
169,black,SUCCESS,black,"[222, 270, 349, 401]","{'red': (0.5604659025197111, 0.08037475167555619, 0.159114758313164), 'green': (0.5725064302040992, 0.11145702261665666, 0.1346311998044507), 'blue': (0.5272514389097565, -0.09941565629097064, 0.1589756333686488), 'yellow': (0.5025754298901584, 0.09498442862204237, 0.12363389085856287), 'black': (0.6433940917961958, -0.12370801523488584, 0.19823686682703617), 'pink': (0.5867751460447983, -0.014868332059655626, 0.16061818845121667)}","[{'color': 'red', 'id': 2, 'px': 361, 'py': 350, 'depth': 0.9797465428698796}, {'color': 'green', 'id': 3, 'px': 377, 'py': 363, 'depth': 0.9798942066492476}, {'color': 'blue', 'id': 4, 'px': 270, 'py': 337, 'depth': 0.9809707614143756}, {'color': 'yellow', 'id': 5, 'px': 364, 'py': 339, 'depth': 0.9825596221001254}, {'color': 'black', 'id': 6, 'px': 245, 'py': 375, 'depth': 0.9749371225956871}, {'color': 'pink', 'id': 7, 'px': 312, 'py': 361, 'depth': 0.9786639850203551}]"
170,yellow,GROUNDING_FAIL,,,,
171,pink,WRONG_MATCH,blue,"[223, 267, 321, 367]","{'red': (0.4954877841075274, 0.07399503388010259, 0.16497309706224383), 'green': (0.5260015499787838, 0.03737851796769864, 0.12047884306401062), 'blue': (0.5779067455930874, -0.1367301691490711, 0.19633511495503153), 'yellow': (0.6105063430511748, 0.044893507519174314, 0.19757189726714625), 'black': (0.5411990965789961, 0.07632623092270771, 0.19345369459051853), 'pink': (0.45698022022506274, 0.05526257442685273, 0.17582460836452657)}","[{'color': 'red', 'id': 2, 'px': 355, 'py': 323, 'depth': 0.9819215175112344}, {'color': 'green', 'id': 3, 'px': 337, 'py': 349, 'depth': 0.9818688599438836}, {'color': 'blue', 'id': 4, 'px': 245, 'py': 344, 'depth': 0.9780631403475993}, {'color': 'yellow', 'id': 5, 'px': 345, 'py': 359, 'depth': 0.9765709952061746}, {'color': 'black', 'id': 6, 'px': 359, 'py': 330, 'depth': 0.9796291240736485}, {'color': 'pink', 'id': 7, 'px': 345, 'py': 306, 'depth': 0.9829226843603133}]"
